Oct 03, 2018    226.41  226.46  213.97  220.49  1,683,930,000   22,567,089,086
Oct 02, 2018    231.10  231.17  225.84  227.18  1,542,080,000   23,247,403,474
Oct 01, 2018    233.22  234.15  226.95  230.77  1,597,500,000   23,609,728,018
Sep 30, 2018    231.33  236.99  228.45  232.85  1,765,560,000   23,817,805,502
Sep 29, 2018    221.71  234.01  216.08  231.64  2,208,720,000   23,688,983,896
Sep 28, 2018    229.04  231.75  218.67  222.40  2,018,120,000   22,740,233,568
Sep 27, 2018    215.44  230.61  212.65  228.49  2,030,320,000   23,358,464,739
Sep 26, 2018    218.65  221.44  209.11  215.85  1,756,100,000   22,061,164,303
Sep 25, 2018    228.33  228.33  206.49  218.51  2,120,360,000   22,328,327,983
Sep 24, 2018    244.84  245.11  227.49  228.73  1,748,740,000   23,368,514,475
Sep 23, 2018    240.99  247.46  237.86  244.33  1,693,470,000   24,957,339,670
Sep 22, 2018    247.34  251.20  233.81  240.48  1,921,820,000   24,559,189,741
Sep 21, 2018    225.25  248.39  221.57  246.58  2,836,200,000   25,177,561,991
Sep 20, 2018    210.29  224.82  207.79  224.59  1,782,070,000   22,927,300,808
Sep 19, 2018    209.47  213.87  201.66  209.97  1,733,330,000   21,430,323,331
Sep 18, 2018    197.10  213.36  195.93  209.98  1,800,640,000   21,426,628,309
Sep 17, 2018    221.58  224.26  195.31  197.88  2,019,910,000   20,187,902,505
Sep 16, 2018    222.80  222.80  211.12  220.59  1,502,260,000   22,500,748,646
Sep 15, 2018    209.81  226.60  209.61  223.07  1,670,490,000   22,749,647,321
Sep 14, 2018    212.67  222.79  204.87  211.75  2,232,190,000   21,590,366,996
Sep 13, 2018    183.68  214.00  183.68  211.35  2,330,720,000   21,545,775,837
Sep 12, 2018    185.42  185.59  170.26  183.33  1,874,850,000   18,685,319,378
Sep 11, 2018    198.18  198.51  180.60  185.07  1,568,900,000   18,858,381,966
Sep 10, 2018    197.85  201.88  189.58  197.08  1,502,960,000   20,078,523,984
Sep 09, 2018    198.39  207.67  188.31  196.92  1,585,980,000   20,058,708,800
Sep 08, 2018    217.91  220.37  193.26  197.95  1,517,200,000   20,159,309,964
Sep 07, 2018    229.54  233.90  217.08  217.20  1,678,260,000   22,115,522,904
Sep 06, 2018    231.65  231.76  218.12  230.22  2,097,310,000   23,435,751,842
Sep 05, 2018    286.05  288.16  232.33  232.33  2,390,390,000   23,646,371,777
Sep 04, 2018    289.30  291.58  284.26  285.72  1,554,870,000   29,074,743,101
Sep 03, 2018    295.18  295.59  287.43  289.26  1,394,490,000   29,428,616,901
Sep 02, 2018    295.45  298.69  290.93  294.37  1,321,050,000   29,942,718,225
Sep 01, 2018    283.50  301.14  283.50  295.34  1,546,630,000   30,035,327,410
Aug 31, 2018    284.12  284.55  278.51  283.00  1,411,910,000   28,774,922,508
Aug 30, 2018    289.75  291.24  275.21  284.11  1,513,100,000   28,881,058,148
Aug 29, 2018    296.16  297.07  287.29  289.31  1,474,460,000   29,404,459,725
Aug 28, 2018    286.65  297.40  283.57  296.50  1,513,350,000   30,128,902,937
Aug 27, 2018    275.35  285.60  273.65  285.60  1,406,790,000   29,015,874,948
Aug 26, 2018    279.53  279.53  272.44  275.20  1,206,650,000   27,953,028,997
Aug 25, 2018    283.28  283.52  278.47  279.65  1,208,360,000   28,399,212,923
Aug 24, 2018    278.11  283.30  273.86  282.97  1,450,170,000   28,730,705,349
Aug 23, 2018    271.75  279.55  271.09  277.10  1,271,160,000   28,129,662,664
Aug 22, 2018    281.97  297.49  265.00  271.34  1,507,660,000   27,539,119,679
Aug 21, 2018    273.33  285.97  273.33  281.94  1,164,120,000   28,609,531,323
Aug 20, 2018    301.38  304.37  273.51  274.32  1,413,790,000   27,829,775,231
Aug 19, 2018    295.67  307.10  291.33  300.83  1,447,910,000   30,514,025,774
Aug 18, 2018    316.79  320.45  286.55  295.81  1,764,020,000   29,998,584,852
Aug 17, 2018    287.68  316.17  287.35  315.73  1,995,460,000   32,011,921,283
Aug 16, 2018    282.74  298.48  280.93  288.05  1,552,970,000   29,199,228,646
Aug 15, 2018    280.39  303.59  280.12  282.36  1,878,150,000   28,617,473,116
Aug 14, 2018    286.37  286.37  254.65  278.93  2,137,850,000   28,263,969,132
Aug 13, 2018    320.21  323.55  284.93  286.50  1,751,190,000   29,024,490,503
Aug 12, 2018    320.82  328.59  318.60  319.57  1,625,420,000   32,368,768,332
Aug 11, 2018    334.26  334.26  308.49  322.11  1,790,370,000   32,619,681,420
Aug 10, 2018    365.78  367.05  329.59  334.18  1,699,400,000   33,834,485,092
Aug 09, 2018    356.97  370.95  353.61  365.59  1,616,610,000   37,007,391,031
Aug 08, 2018    379.89  380.67  353.73  356.61  2,016,080,000   36,091,566,801
Aug 07, 2018    406.80  411.41  376.08  380.22  1,828,350,000   38,472,420,233
Aug 06, 2018    410.57  414.54  403.32  406.66  1,384,880,000   41,139,790,462
Aug 05, 2018    407.35  413.72  402.43  410.52  1,396,820,000   41,521,715,110
Aug 04, 2018    418.24  420.19  403.78  407.25  1,466,540,000   41,183,215,694
Aug 03, 2018    412.57  420.55  399.91  418.26  1,722,340,000   42,287,977,978
Aug 02, 2018    420.81  425.03  410.31  412.62  1,569,300,000   41,709,183,608
Aug 01, 2018    433.87  435.46  410.46  420.75  1,888,060,000   42,521,937,218
Jul 31, 2018    457.25  457.25  430.44  433.87  1,820,680,000   43,839,034,237
Jul 30, 2018    466.83  467.95  448.64  457.08  2,141,590,000   46,175,217,427
Jul 29, 2018    466.92  470.36  462.71  466.67  1,631,910,016   47,133,881,666
Jul 28, 2018    469.68  471.59  462.99  466.90  1,531,890,048   47,147,853,886
Jul 27, 2018    464.01  473.22  458.29  469.67  1,734,259,968   47,417,755,376
Jul 26, 2018    472.33  483.70  461.42  464.04  1,621,560,064   46,839,932,193
Jul 25, 2018    479.91  482.87  466.47  472.49  1,930,780,032   47,683,830,874
Jul 24, 2018    451.14  481.14  450.57  479.37  2,287,520,000   48,368,209,917
Jul 23, 2018    459.44  469.77  449.73  450.85  1,596,999,936   45,481,301,491
Jul 22, 2018    462.44  470.90  458.12  459.66  1,338,589,952   46,360,029,757
Jul 21, 2018    450.68  468.08  445.78  462.44  1,504,310,016   46,630,720,739
Jul 20, 2018    469.31  469.31  443.69  450.70  1,821,350,016   45,437,819,522
Jul 19, 2018    480.63  483.24  465.14  469.62  2,068,739,968   47,335,899,963
Jul 18, 2018    500.84  513.43  474.36  480.51  2,371,559,936   48,424,155,624
Jul 17, 2018    480.08  508.78  468.92  501.00  2,288,100,096   50,478,766,285
Jul 16, 2018    450.42  480.66  446.80  480.66  1,858,680,064   48,419,026,521
Jul 15, 2018    435.88  454.00  433.92  449.85  1,350,160,000   45,306,414,380
Jul 14, 2018    434.51  439.43  431.47  436.09  1,235,820,032   43,911,193,561
Jul 13, 2018    430.74  442.36  430.74  434.03  1,489,670,016   43,694,988,769
Jul 12, 2018    446.50  446.50  422.81  430.07  1,495,440,000   43,288,294,177
Jul 11, 2018    434.52  447.32  429.51  446.52  1,422,470,016   44,934,271,235
Jul 10, 2018    476.16  478.32  433.96  434.42  1,789,069,952   43,708,241,775
Jul 09, 2018    488.88  490.85  475.17  476.68  1,533,799,936   47,950,212,027
Jul 08, 2018    492.07  503.20  488.42  489.12  1,344,560,000   49,191,161,178
Jul 07, 2018    474.06  491.66  466.84  491.66  1,358,360,064   49,436,674,025
Jul 06, 2018    474.36  479.65  457.61  474.01  1,627,609,984   47,652,424,064
Jul 05, 2018    467.29  483.23  464.63  474.41  1,828,610,048   47,682,968,020
Jul 04, 2018    464.15  481.44  455.18  467.32  1,549,769,984   46,960,391,871
Jul 03, 2018    475.39  483.85  462.58  464.20  1,683,939,968   46,637,067,239
Jul 02, 2018    453.82  479.13  447.11  475.35  1,625,789,952   47,747,743,959
Jul 01, 2018    455.24  457.14  446.39  453.92  1,511,730,048   45,585,861,718
Jun 30, 2018    436.21  458.80  436.21  455.18  1,475,939,968   45,703,302,056
Jun 29, 2018    422.59  441.79  407.95  436.01  1,564,499,968   43,769,409,548
Jun 28, 2018    442.29  443.62  419.68  422.36  1,360,790,016   42,391,125,054
Jun 27, 2018    432.24  444.24  424.84  442.36  1,368,940,032   44,389,430,889
Jun 26, 2018    460.73  461.21  432.77  432.77  1,356,560,000   43,417,898,248
Jun 25, 2018    455.94  470.34  448.90  460.31  4,007,950,080   46,171,165,114
Jun 24, 2018    474.77  475.36  426.47  457.67  2,490,579,968   45,897,156,207
Jun 23, 2018    466.27  479.13  462.39  474.52  1,651,379,968   47,577,076,102
Jun 22, 2018    527.19  527.19  456.88  465.82  2,226,030,080   46,694,859,628
Jun 21, 2018    536.45  543.72  524.26  527.37  1,462,070,016   52,853,921,455
Jun 20, 2018    538.51  541.02  519.37  536.27  1,596,290,048   53,735,032,875
Jun 19, 2018    519.02  542.35  516.31  537.96  1,726,569,984   53,893,191,559
Jun 18, 2018    499.38  521.80  494.07  518.89  1,513,869,952   51,972,519,171
Jun 17, 2018    499.46  507.64  498.65  500.45  1,264,870,016   50,114,921,288
Jun 16, 2018    490.41  503.22  488.85  499.64  1,314,109,952   50,024,018,701
Jun 15, 2018    520.48  521.30  487.47  491.00  1,808,269,952   49,149,084,090
Jun 14, 2018    478.38  523.54  467.47  519.74  2,458,650,112   52,015,066,663
Jun 13, 2018    498.02  501.90  459.00  477.49  2,080,130,048   47,777,150,787
Jun 12, 2018    532.71  538.96  491.23  496.84  1,932,760,064   49,702,985,162
Jun 11, 2018    524.86  536.86  515.27  533.28  1,982,119,936   53,337,466,294
Jun 10, 2018    594.34  594.34  511.89  526.48  2,234,880,000   52,645,885,461
Jun 09, 2018    600.91  608.58  597.56  597.56  1,519,309,952   59,741,701,633
Jun 08, 2018    605.44  608.81  595.59  601.08  1,637,779,968   60,080,608,858
Jun 07, 2018    607.69  616.14  601.69  605.19  1,880,140,032   60,478,879,395
Jun 06, 2018    610.26  611.64  596.40  607.12  1,756,530,048   60,659,842,641
Jun 05, 2018    593.41  611.33  580.98  609.30  1,844,269,952   60,864,980,395
Jun 04, 2018    619.44  623.43  583.75  592.98  1,903,430,016   59,222,873,880
Jun 03, 2018    591.26  624.51  591.26  618.33  1,832,550,016   61,740,821,846
Jun 02, 2018    580.43  597.08  577.32  591.81  1,880,390,016   59,080,880,117
Jun 01, 2018    578.67  589.09  567.66  580.04  1,945,890,048   57,894,350,583
May 31, 2018    558.50  585.54  557.07  577.65  1,985,040,000   57,643,138,807
May 30, 2018    566.83  583.14  545.43  559.59  2,053,970,048   55,829,809,817
May 29, 2018    516.15  572.26  516.15  565.39  2,330,820,096   56,396,587,656
May 28, 2018    573.04  576.05  512.55  516.04  2,356,900,096   51,463,146,627
May 27, 2018    588.52  590.33  562.87  572.67  1,788,790,016   57,099,072,056
May 26, 2018    587.43  606.17  583.51  587.28  1,694,300,032   58,544,016,481
May 25, 2018    602.14  617.19  575.62  586.73  2,110,919,936   58,477,440,268
May 24, 2018    584.54  610.82  557.21  601.76  2,791,099,904   59,962,094,302
May 23, 2018    646.67  651.64  572.95  583.59  2,995,429,888   58,139,666,822
May 22, 2018    700.18  700.98  644.03  647.74  2,230,469,888   64,517,663,406
May 21, 2018    717.19  719.28  692.49  699.22  2,005,170,048   69,631,032,596
May 20, 2018    697.92  723.75  692.67  715.37  2,156,910,080   71,224,213,260
May 19, 2018    695.07  715.58  686.79  696.53  2,021,549,952   69,334,147,807
May 18, 2018    672.10  695.03  663.81  694.37  2,305,740,032   69,104,455,849
May 17, 2018    708.72  718.83  668.83  672.66  2,350,619,904   66,929,938,612
May 16, 2018    708.09  710.20  682.54  707.05  2,476,130,048   70,337,446,111
May 15, 2018    731.14  739.05  700.99  708.87  2,523,069,952   70,504,110,201
May 14, 2018    732.73  742.17  695.79  730.55  3,005,110,016   72,645,181,706
May 13, 2018    687.17  741.31  675.32  733.50  2,362,500,096   72,923,278,119
May 12, 2018    679.88  691.41  644.07  686.05  2,668,480,000   68,192,028,458
May 11, 2018    727.01  736.98  669.83  679.59  3,290,080,000   67,535,702,572
May 10, 2018    752.58  766.75  726.66  727.28  2,748,950,016   72,260,117,775
May 09, 2018    752.90  759.53  718.47  752.28  2,877,870,080   74,728,439,730
May 08, 2018    755.01  774.25  728.13  752.86  2,920,489,984   74,770,813,968
May 07, 2018    793.34  795.76  710.18  753.72  4,316,120,064   74,841,655,792
May 06, 2018    816.09  835.06  764.88  792.31  3,105,570,048   78,656,662,788
May 05, 2018    784.58  827.46  784.24  816.12  3,035,040,000   81,003,446,783
May 04, 2018    776.78  803.75  762.63  785.62  3,533,410,048   77,960,306,236
May 03, 2018    686.59  784.34  686.59  779.54  4,210,939,904   77,340,839,220
May 02, 2018    674.08  688.84  667.42  687.15  2,822,269,952   68,159,979,253
May 01, 2018    670.46  674.40  637.54  673.61  2,678,960,128   66,803,233,984
Apr 30, 2018    689.76  694.44  666.12  669.92  2,853,100,032   66,423,712,256
Apr 29, 2018    683.91  697.76  670.51  688.88  2,740,559,872   68,289,153,706
Apr 28, 2018    644.65  691.44  644.65  683.68  2,496,659,968   67,759,208,004
Apr 27, 2018    662.11  684.87  647.03  647.03  2,598,129,920   64,114,105,428
Apr 26, 2018    618.08  663.18  604.01  662.81  2,984,009,984   65,663,946,135
Apr 25, 2018    707.06  707.06  600.21  615.42  4,216,140,032   60,955,966,711
Apr 24, 2018    643.40  708.88  643.40  708.16  3,581,860,096   70,127,342,534
Apr 23, 2018    621.20  646.70  621.03  642.55  2,386,830,080   63,617,020,167
Apr 22, 2018    606.12  640.77  593.87  621.86  2,426,269,952   61,556,034,015
Apr 21, 2018    616.00  621.89  578.55  605.40  2,612,460,032   59,913,832,194
Apr 20, 2018    567.99  618.72  560.28  615.72  2,849,469,952   60,922,818,296
Apr 19, 2018    524.04  567.89  523.26  567.89  2,256,869,888   56,178,772,001
Apr 18, 2018    503.31  525.09  503.05  524.79  1,762,940,032   51,904,227,886
Apr 17, 2018    511.14  518.03  502.56  502.89  1,760,359,936   49,728,519,115
Apr 16, 2018    532.07  534.20  500.25  511.15  1,758,979,968   50,534,185,799
Apr 15, 2018    502.88  531.70  502.88  531.70  1,726,089,984   52,555,419,462
Apr 14, 2018    492.58  512.02  488.28  501.48  1,519,079,936   49,557,725,333
Apr 13, 2018    493.16  526.47  482.66  492.73  2,419,249,920   48,683,660,481
Apr 12, 2018    430.16  493.06  417.41  492.94  2,519,360,000   48,693,844,481
Apr 11, 2018    415.02  430.54  412.47  430.54  1,439,040,000   42,521,044,920
Apr 10, 2018    399.41  415.89  393.88  414.24  1,196,000,000   40,903,130,396
Apr 09, 2018    400.86  429.25  390.61  398.53  1,478,390,016   39,343,018,191
Apr 08, 2018    385.74  402.59  385.60  400.51  948,488,000 39,530,560,784
Apr 07, 2018    370.38  393.06  369.94  385.31  951,475,008 38,023,057,371
Apr 06, 2018    382.73  385.20  366.91  370.29  967,105,984 36,532,478,896
Apr 05, 2018    379.95  387.72  369.82  383.23  1,210,680,064   37,802,008,408
Apr 04, 2018    416.48  417.47  375.31  380.54  1,287,730,048   37,528,933,631
Apr 03, 2018    387.31  418.97  383.53  416.89  1,363,399,936   41,105,280,498
Apr 02, 2018    379.70  395.17  377.59  386.42  1,102,259,968   38,093,277,842
Apr 01, 2018    397.25  400.53  363.80  379.61  1,256,930,048   37,413,407,420
Mar 31, 2018    395.00  418.47  392.95  396.46  1,323,920,000   39,066,085,342
Mar 30, 2018    385.90  409.93  368.63  394.64  1,878,130,048   38,879,465,944
Mar 29, 2018    448.08  450.81  385.81  385.97  1,970,230,016   38,016,727,209
Mar 28, 2018    450.29  466.21  444.86  446.28  1,514,179,968   43,948,072,321
Mar 27, 2018    489.59  491.46  449.97  450.12  1,617,939,968   44,316,774,118
Mar 26, 2018    524.29  526.38  470.44  489.95  1,638,880,000   48,228,842,327
Mar 25, 2018    522.70  535.82  515.66  524.29  1,151,170,048   51,598,047,955
Mar 24, 2018    542.57  545.38  526.08  526.44  1,300,009,984   51,799,123,912
Mar 23, 2018    539.86  540.49  512.13  539.62  1,596,349,952   53,084,905,906
Mar 22, 2018    562.10  577.57  523.09  539.70  1,523,459,968   53,082,150,649
Mar 21, 2018    559.10  589.61  550.57  561.73  1,781,270,016   55,237,391,316
Mar 20, 2018    556.72  567.09  521.20  557.17  1,833,680,000   54,777,982,164
Mar 19, 2018    546.63  558.10  519.12  556.73  2,046,790,016   54,722,473,140
Mar 18, 2018    551.64  551.64  460.09  538.64  2,685,499,904   52,934,184,182
Mar 17, 2018    601.68  609.15  549.10  552.78  1,267,810,048   54,312,035,489
Mar 16, 2018    611.78  623.17  587.86  601.67  1,417,350,016   59,103,031,871
Mar 15, 2018    614.84  620.62  579.51  611.30  1,770,460,032   60,037,233,577
Mar 14, 2018    691.22  702.78  594.10  614.29  1,810,560,000   60,318,025,226
Mar 13, 2018    698.15  713.73  682.35  690.83  1,425,959,936   67,819,092,121
Mar 12, 2018    724.41  742.51  683.27  699.83  1,764,999,936   68,688,764,839
Mar 11, 2018    685.31  735.83  668.12  723.34  1,562,680,064   70,981,343,639
Mar 10, 2018    730.16  748.03  682.70  686.89  1,532,960,000   67,390,487,259
Mar 09, 2018    702.20  729.16  648.11  728.92  2,233,019,904   71,498,733,754
Mar 08, 2018    752.57  773.77  696.17  704.60  1,891,640,064   69,098,851,661
Mar 07, 2018    816.27  825.61  726.55  752.83  2,175,419,904   73,813,918,307
Mar 06, 2018    853.82  853.82  809.93  816.95  1,943,069,952   80,083,929,891
Mar 05, 2018    866.85  869.92  853.52  853.68  1,898,489,984   83,667,342,992
Mar 04, 2018    856.19  867.95  840.28  866.68  1,697,939,968   84,923,240,778
Mar 03, 2018    856.71  868.45  855.21  857.22  1,699,369,984   83,979,651,073
Mar 02, 2018    871.76  876.38  852.42  856.85  1,894,419,968   83,925,690,001
Mar 01, 2018    856.01  880.30  851.92  872.20  1,868,519,936   85,410,827,047
Feb 28, 2018    877.93  890.11  855.12  855.20  1,963,980,032   83,728,564,149
Feb 27, 2018    870.36  896.26  867.10  878.27  2,053,980,032   85,968,788,108
Feb 26, 2018    845.28  880.39  842.32  869.32  2,044,480,000   85,074,973,200
Feb 25, 2018    839.46  853.15  822.38  844.81  1,646,960,000   82,659,602,549
Feb 24, 2018    861.59  879.53  818.55  840.52  1,926,579,968   82,222,377,928
Feb 23, 2018    811.59  886.32  794.79  864.19  2,334,820,096   84,520,567,485
Feb 22, 2018    849.26  875.93  802.67  812.84  2,150,370,048   79,482,140,044
Feb 21, 2018    894.14  912.38  830.56  849.97  2,531,729,920   83,095,081,059
Feb 20, 2018    943.57  965.27  892.95  895.37  2,545,260,032   87,514,997,546
Feb 19, 2018    921.67  957.78  921.55  943.86  2,169,019,904   92,235,641,556
Feb 18, 2018    973.35  982.93  915.45  923.92  2,567,290,112   90,267,805,476
Feb 17, 2018    944.75  976.59  940.75  974.11  2,525,720,064   95,151,956,513
Feb 16, 2018    934.79  950.01  917.85  944.21  2,369,449,984   92,211,437,654
Feb 15, 2018    923.73  951.95  911.11  936.98  2,900,100,096   91,485,862,822
Feb 14, 2018    844.28  926.43  844.28  923.56  2,818,370,048   90,157,005,929
Feb 13, 2018    869.29  870.71  828.84  845.26  2,081,170,048   82,496,189,206
Feb 12, 2018    817.51  875.94  817.51  868.71  2,243,450,112   84,767,037,716
Feb 11, 2018    859.29  859.29  788.22  814.66  2,486,650,112   79,476,512,347
Feb 10, 2018    882.47  917.40  825.58  860.41  2,930,530,048   83,922,989,198
Feb 09, 2018    818.48  884.00  788.83  883.86  2,495,820,032   86,191,922,699
Feb 08, 2018    755.84  845.09  755.84  817.81  3,708,189,952   79,733,609,806
Feb 07, 2018    790.43  851.20  723.43  757.07  3,896,179,968   73,796,288,509
Feb 06, 2018    707.74  796.44  574.42  793.12  6,518,269,952   77,294,507,868
Feb 05, 2018    834.96  856.65  644.60  697.95  4,269,530,112   68,005,284,183
Feb 04, 2018    964.67  969.03  805.06  834.68  2,997,090,048   81,310,521,832
Feb 03, 2018    919.21  991.94  847.69  964.02  3,243,480,064   93,890,299,032
Feb 02, 2018    1,035.77    1,035.77    757.98  915.78  6,713,290,240   89,173,962,074
Feb 01, 2018    1,119.37    1,161.35    984.82  1,036.79    5,261,680,128   100,935,354,837
